COLUMN 1: Name of Issuer	COLUMN 2: Title of Class	COLUMN 3: CUSIP Number	COLUMN 4: Market Value	COLUMN 5: Amount and Type of Security	 	 	COLUMN 6: Investment Discretion	COLUMN 7: Other Managers	COLUMN 8: Voting Authority	 	 
APOLLO COML REAL EST FIN INC	COM	03762U105	636	38249	SH		SOLE		38249	0	0
APOLLO ED GROUP INC	CL A	037604105	490	49526	SH		SOLE		49526	0	0
APPFOLIO INC	COM CL A	03783C100	64	2703	SH		SOLE		2703	0	0
APPLE HOSPITALITY REIT INC	COM NEW	03784Y200	4635	231972	SH		SOLE		231972	0	0
APPLE INC	COM	037833100	1458209	12590301	SH		SOLE		12564446	0	25855
APPLE INC	COM	037833100	304563	2629625	SH		SOLE	2	16404	0	2613221
APPLIED DNA SCIENCES INC	*W EXP 11/21/201	03815U110	13	26824	SH		OTR		26824	0	0
APPLIED DNA SCIENCES INC	COM NEW	03815U201	13	6764	SH		SOLE		6764	0	0
APPLIED GENETIC TECHNOL CORP	COM	03820J100	1013	108364	SH		SOLE		108364	0	0
APPLIED INDL TECHNOLOGIES IN	COM	03820C105	9159	154187	SH		SOLE		154187	0	0
APPLIED MATLS INC	COM	038222105	28250	875412	SH		SOLE		875412	0	0
APPLIED MATLS INC	COM	038222105	18499	573255	SH		SOLE	2	0	0	573255
APPLIED MICRO CIRCUITS CORP	COM NEW	03822W406	371	44944	SH		SOLE		44944	0	0
APPLIED OPTOELECTRONICS INC	COM	03823U102	203	8669	SH		SOLE		8669	0	0
APPROACH RESOURCES INC	COM	03834A103	35	10436	SH		SOLE		10436	0	0
APPTIO INC	CL A	03835C108	50	2685	SH		SOLE		2685	0	0
APRICUS BIOSCIENCES INC	COM NEW	03832V307	2	1237	SH		SOLE		1237	0	0
APTARGROUP INC	COM	038336103	2691	36638	SH		SOLE		36638	0	0
APTEVO THERAPEUTICS INC	COM	03835L108	122	50150	SH		SOLE		50150	0	0
AQUA AMERICA INC	COM	03836W103	3129	104177	SH		SOLE		104177	0	0
AQUA METALS INC	COM	03837J101	74	5627	SH		SOLE		5627	0	0
AQUAVENTURE HLDGS LTD	SHS	G0443N107	68	2758	SH		SOLE		2758	0	0
AQUINOX PHARMACEUTICALS INC	COM	03842B101	7194	435750	SH		SOLE		435750	0	0
AQUINOX PHARMACEUTICALS INC	COM	03842B101	3178	192480	SH		SOLE	2	192480	0	0
ARAMARK	COM	03852U106	27310	764551	SH		SOLE		727710	0	36841
ARAMARK	COM	03852U106	6420	179735	SH		SOLE	2	0	0	179735
ARATANA THERAPEUTICS INC	COM	03874P101	442	61529	SH		SOLE		61529	0	0
ARBOR RLTY TR INC	COM	038923108	200	26748	SH		SOLE		26748	0	0
ARC DOCUMENT SOLUTIONS INC	COM	00191G103	2603	512398	SH		SOLE		512398	0	0
ARCBEST CORP	COM	03937C105	5931	214519	SH		SOLE		214519	0	0
ARCH CAP GROUP LTD	ORD	G0450A105	9452	109537	SH		SOLE		109537	0	0
ARCH CAP GROUP LTD	ORD	G0450A105	8352	96787	SH		SOLE	2	0	0	96787
ARCH COAL INC	CL A	039380407	291	3734	SH		SOLE		3734	0	0
ARCHER DANIELS MIDLAND CO	COM	039483102	2445	53551	SH		SOLE		53551	0	0
ARCHER DANIELS MIDLAND CO	COM	039483102	14829	324843	SH		SOLE	2	0	0	324843
ARCHROCK INC	COM	03957W106	481	36403	SH		SOLE		36403	0	0
ARCONIC INC	COM	03965L100	760	40971	SH		OTR		0	40971	0
ARCONIC INC	COM	03965L100	3681	198558	SH		SOLE		198558	0	0
ARCONIC INC	COM	03965L100	3951	213127	SH		SOLE	2	0	0	213127
ARCOS DORADOS HOLDINGS INC	SHS CLASS -A -	G0457F107	5030	931452	SH		SOLE		931452	0	0
ARCOS DORADOS HOLDINGS INC	SHS CLASS -A -	G0457F107	218	40430	SH		SOLE	2	0	0	40430
ARCTIC CAT INC	COM	039670104	103	6838	SH		SOLE		6838	0	0
ARDELYX INC	COM	039697107	1027	72350	SH		SOLE		72350	0	0
ARDMORE SHIPPING CORP	COM	Y0207T100	124	16751	SH		SOLE		16751	0	0
ARENA PHARMACEUTICALS INC	COM	040047102	358	252054	SH		SOLE		252054	0	0
ARES COML REAL ESTATE CORP	COM	04013V108	369	26856	SH		SOLE		26856	0	0
ARES MGMT L P	COM UNIT RP IN	04014Y101	4020	209384	SH		SOLE		209384	0	0
ARGAN INC	COM	04010E109	489	6927	SH		SOLE		6927	0	0
ARGO GROUP INTL HLDGS LTD	COM	G0464B107	4842	73474	SH		SOLE		73474	0	0
ARGOS THERAPEUTICS INC	COM	040221103	29	5941	SH		SOLE		5941	0	0
ARIAD PHARMACEUTICALS INC	COM	04033A100	2439	196087	SH		SOLE		196087	0	0
ARISTA NETWORKS INC	COM	040413106	2271	23464	SH		SOLE		23464	0	0
ARLINGTON ASSET INVT CORP	CL A NEW	041356205	96	6491	SH		SOLE		6491	0	0
ARMADA HOFFLER PPTYS INC	COM	04208T108	316	21673	SH		SOLE		21673	0	0
ARMOUR RESIDENTIAL REIT INC	COM NEW	042315507	429	19791	SH		SOLE		19791	0	0
ARMSTRONG FLOORING INC	COM	04238R106	249	12494	SH		SOLE		12494	0	0
ARMSTRONG WORLD INDS INC NEW	COM	04247X102	1119	26763	SH		SOLE		26763	0	0
ARQULE INC	COM	04269E107	19	14883	SH		SOLE		14883	0	0
ARRAY BIOPHARMA INC	COM	04269X105	790	89909	SH		SOLE		89909	0	0
ARRIS INTL INC	SHS	G0551A103	3380	112169	SH		SOLE		112169	0	0
ARROW ELECTRS INC	COM	042735100	9071	127229	SH		SOLE		127229	0	0
ARROW ELECTRS INC	COM	042735100	5201	72945	SH		SOLE	2	0	0	72945
ARROW FINL CORP	COM	042744102	287	7079	SH		SOLE		7079	0	0
ARROWHEAD PHARMACEUTICALS IN	COM	04280A100	50	32542	SH		SOLE		32542	0	0
ARTESIAN RESOURCES CORP	CL A	043113208	126	3945	SH		SOLE		3945	0	0
ARTISAN PARTNERS ASSET MGMT	CL A	04316A108	672	22596	SH		SOLE		22596	0	0
ASBURY AUTOMOTIVE GROUP INC	COM	043436104	2077	33657	SH		SOLE		33657	0	0
ASCENA RETAIL GROUP INC	COM	04351G101	564	91094	SH		SOLE		91094	0	0
ASCENT CAP GROUP INC	COM SER A	043632108	109	6703	SH		SOLE		6703	0	0
ASHFORD HOSPITALITY PRIME IN	COM	044102101	469	34341	SH		SOLE		34341	0	0
ASHFORD HOSPITALITY TR INC	COM SHS	044103109	994	128060	SH		SOLE		128060	0	0
ASHFORD INC	COM	044104107	17	394	SH		SOLE		394	0	0
ASHLAND GLOBAL HLDGS INC	COM	044186104	4064	37184	SH		SOLE		37184	0	0
ASHLAND GLOBAL HLDGS INC	COM	044186104	4579	41898	SH		SOLE	2	0	0	41898
ASML HOLDING N V	N Y REGISTRY SHS	N07059210	117622	1048322	SH		SOLE		1048322	0	0
ASPEN AEROGELS INC	COM	04523Y105	318	76976	SH		SOLE		76976	0	0
ASPEN INSURANCE HOLDINGS LTD	SHS	G05384105	1921	34935	SH		SOLE		34935	0	0
ASPEN TECHNOLOGY INC	COM	045327103	10418	190535	SH		SOLE		190535	0	0
ASSEMBLY BIOSCIENCES INC	COM	045396108	33	2704	SH		SOLE		2704	0	0
ASSOCIATED BANC CORP	COM	045487105	2151	87096	SH		SOLE		87096	0	0
ASSOCIATED BANC CORP	*W EXP 11/21/201	045487113	62	10681	SH		OTR		10681	0	0
ASSOCIATED CAP GROUP INC	CL A	045528106	87	2659	SH		SOLE		2659	0	0
ASSURANT INC	COM	04621X108	2543	27382	SH		SOLE		27382	0	0
ASSURANT INC	COM	04621X108	4921	52998	SH		SOLE	2	0	0	52998
ASSURED GUARANTY LTD	COM	G0585R106	29582	783208	SH		SOLE		783208	0	0
ASTA FDG INC	COM	046220109	15	1501	SH		SOLE		1501	0	0
ASTEC INDS INC	COM	046224101	679	10072	SH		SOLE		10072	0	0
ASTERIAS BIOTHERAPEUTICS INC	COM SER A	04624N107	36	7827	SH		SOLE		7827	0	0
ASTORIA FINL CORP	COM	046265104	909	48715	SH		SOLE		48715	0	0
ASTRAZENECA PLC	SPONSORED ADR	046353108	3497	128000	SH		SOLE		128000	0	0
ASTRONICS CORP	COM	046433108	368	10878	SH		SOLE		10878	0	0
AT HOME GROUP INC	COM	04650Y100	46	3120	SH		SOLE		3120	0	0
AT&T INC	COM	00206R102	36003	846526	SH		SOLE		846526	0	0
AT&T INC	COM	00206R102	96336	2265128	SH		SOLE	2	0	0	2265128
ATARA BIOTHERAPEUTICS INC	COM	046513107	165	11615	SH		SOLE		11615	0	0
ATENTO S A	SHS	L0427L105	1899	248200	SH		SOLE		248200	0	0
ATENTO S A	SHS	L0427L105	76	9900	SH		SOLE	2	0	0	9900
ATHENAHEALTH INC	COM	04685W103	3598	34216	SH		SOLE		22986	0	11230
ATHENE HLDG LTD	CL A	G0684D107	29304	610632	SH		SOLE		610632	0	0
ATHERSYS INC	COM	04744L106	69	44974	SH		SOLE		44974	0	0
ATKORE INTL GROUP INC	COM	047649108	952	39832	SH		SOLE		39832	0	0
ATLANTIC AMERN CORP	COM	048209100	12	2927	SH		SOLE		2927	0	0
ATLANTIC CAP BANCSHARES INC	COM	048269203	115	6048	SH		SOLE		6048	0	0
ATLANTIC PWR CORP	COM NEW	04878Q863	117	46759	SH		SOLE		46759	0	0
ATLANTICA YIELD PLC	SHS	G0751N103	436	22523	SH		SOLE		22523	0	0
ATLANTICUS HLDGS CORP	COM	04914Y102	1	251	SH		SOLE		251	0	0
ATLAS AIR WORLDWIDE HLDGS IN	COM NEW	049164205	675	12948	SH		SOLE		12948	0	0
ATLAS FINANCIAL HOLDINGS INC	SHS NEW	G06207115	76	4237	SH		SOLE		4237	0	0
ATLASSIAN CORP PLC	CL A	G06242104	277	11497	SH		SOLE		11497	0	0
ATMOS ENERGY CORP	COM	049560105	4568	61610	SH		SOLE		61610	0	0
ATN INTL INC	COM	00215F107	445	5553	SH		SOLE		5553	0	0
ATRICURE INC	COM	04963C209	332	16955	SH		SOLE		16955	0	0
ATRION CORP	COM	049904105	362	713	SH		SOLE		713	0	0
ATWOOD OCEANICS INC	COM	050095108	420	31963	SH		SOLE		31963	0	0
ATYR PHARMA INC	COM	002120103	454	211356	SH		SOLE		211356	0	0
AUDENTES THERAPEUTICS INC	COM	05070R104	3539	193724	SH		SOLE		193724	0	0
AUDENTES THERAPEUTICS INC	COM	05070R104	181	9897	SH		SOLE	2	9897	0	0
AUTOBYTEL INC	COM NEW	05275N205	60	4476	SH		SOLE		4476	0	0
AUTODESK INC	COM	052769106	60662	819642	SH		SOLE		819642	0	0
AUTODESK INC	COM	052769106	7003	94625	SH		SOLE	2	0	0	94625
AUTOLIV INC	COM	052800109	2035	17981	SH		SOLE		17981	0	0
AUTOLIV INC	COM	052800109	6936	61296	SH		SOLE	2	0	0	61296
AUTOMATIC DATA PROCESSING IN	COM	053015103	2979	28982	SH		SOLE		28982	0	0
AUTOMATIC DATA PROCESSING IN	COM	053015103	27192	264568	SH		SOLE	2	0	0	264568
AUTONATION INC	COM	05329W102	1443	29658	SH		SOLE		29658	0	0
AUTONATION INC	COM	05329W102	3842	78968	SH		SOLE	2	0	0	78968
AUTOZONE INC	COM	053332102	27819	35223	SH		SOLE		33979	0	1244
AUTOZONE INC	COM	053332102	11620	14713	SH		SOLE	2	0	0	14713
AV HOMES INC	COM	00234P102	380	24079	SH		SOLE		24079	0	0
AVALONBAY CMNTYS INC	COM	053484101	27056	152730	SH		SOLE		152730	0	0
AVALONBAY CMNTYS INC	COM	053484101	11860	66948	SH		SOLE	2	0	0	66948
AVANGRID INC	COM	05351W103	1204	31791	SH		SOLE		31791	0	0
AVEO PHARMACEUTICALS INC	COM	053588109	7	13305	SH		SOLE		13305	0	0
AVERY DENNISON CORP	COM	053611109	58720	836225	SH		SOLE		836225	0	0
AVERY DENNISON CORP	COM	053611109	5307	75571	SH		SOLE	2	0	0	75571
AVEXIS INC	COM	05366U100	21056	441153	SH		SOLE		441153	0	0
AVEXIS INC	COM	05366U100	2923	61242	SH		SOLE	2	61242	0	0
AVID TECHNOLOGY INC	COM	05367P100	78	17697	SH		SOLE		17697	0	0
AVINGER INC	COM	053734109	28	7534	SH		SOLE		7534	0	0
AVIRAGEN THERAPEUTICS INC	COM	053761102	11	9180	SH		SOLE		9180	0	0
AVIS BUDGET GROUP	COM	053774105	1826	49782	SH		SOLE		49782	0	0
AVISTA CORP	COM	05379B107	2130	53264	SH		SOLE		53264	0	0
AVISTA HEALTHCARE PUB ACQ CO	UNIT 99/99/9999	G0726L109	71	7000	SH		OTR		7000	0	0
AVNET INC	COM	053807103	8328	174916	SH		SOLE		174916	0	0
AVNET INC	COM	053807103	4679	98284	SH		SOLE	2	0	0	98284
AVON PRODS INC	COM	054303102	2025	401849	SH		SOLE		401849	0	0
AVX CORP NEW	COM	002444107	367	23478	SH		SOLE		23478	0	0
AXALTA COATING SYS LTD	COM	G0750C108	164311	6040838	SH		SOLE		6040838	0	0
AXALTA COATING SYS LTD	COM	G0750C108	3979	146287	SH		SOLE	2	0	0	146287
AXCELIS TECHNOLOGIES INC	COM NEW	054540208	230	15811	SH		SOLE		15811	0	0
AXIS CAPITAL HOLDINGS LTD	SHS	G0692U109	12769	195641	SH		SOLE		195641	0	0
AXIS CAPITAL HOLDINGS LTD	SHS	G0692U109	6099	93437	SH		SOLE	2	0	0	93437
AXOGEN INC	COM	05463X106	127	14119	SH		SOLE		14119	0	0
AXOVANT SCIENCES LTD	COM	G0750W104	109	8776	SH		SOLE		8776	0	0
AXSOME THERAPEUTICS INC	COM	05464T104	26	3783	SH		SOLE		3783	0	0
AZURE PWR GLOBAL LTD	SHS	V0393H103	3718	218682	SH		SOLE		218682	0	0
AZURE PWR GLOBAL LTD	SHS	V0393H103	141	8300	SH		SOLE	2	0	0	8300
AZZ INC	COM	002474104	876	13711	SH		SOLE		13711	0	0
B & G FOODS INC NEW	COM	05508R106	1544	35242	SH		SOLE		35242	0	0
B RILEY FINL INC	COM	05580M108	62	3373	SH		SOLE		3373	0	0
B/E AEROSPACE INC	COM	073302101	3693	61362	SH		SOLE		61362	0	0
B/E AEROSPACE INC	COM	073302101	5119	85046	SH		SOLE	2	0	0	85046
BABCOCK & WILCOX ENTERPRIS I	COM	05614L100	421	25395	SH		SOLE		25395	0	0
BADGER METER INC	COM	056525108	582	15738	SH		SOLE		15738	0	0
BAIDU INC	SPON ADR REP A	056752108	13234	80494	SH		SOLE		80494	0	0
BAKER HUGHES INC	COM	057224107	74014	1139204	SH		SOLE		1139204	0	0
BAKER HUGHES INC	COM	057224107	14228	218998	SH		SOLE	2	0	0	218998
BALCHEM CORP	COM	057665200	1432	17069	SH		SOLE		17069	0	0
BALDWIN & LYONS INC	CL B	057755209	184	7299	SH		SOLE		7299	0	0
BALL CORP	COM	058498106	5772	76892	SH		SOLE		76892	0	0
BALL CORP	COM	058498106	6546	87203	SH		SOLE	2	0	0	87203
BANC OF CALIFORNIA INC	COM	05990K106	603	34739	SH		SOLE		34739	0	0
BANCFIRST CORP	COM	05945F103	396	4261	SH		SOLE		4261	0	0
BANCO BRADESCO S A	SP ADR PFD NEW	059460303	14807	1700000	SH		SOLE		1700000	0	0
BANCORP INC DEL	COM	05969A105	234	29771	SH		SOLE		29771	0	0
BANCORP NEW JERSEY INC NEW	COM	059915108	29	2128	SH		SOLE		2128	0	0
BANCORPSOUTH INC	COM	059692103	1418	45674	SH		SOLE		45674	0	0
BANK AMER CORP	COM	060505104	5560	251567	SH		OTR		0	251567	0
BANK AMER CORP	COM	060505104	1902167	86070919	SH		SOLE		86070919	0	0
BANK AMER CORP	COM	060505104	82672	3740808	SH		SOLE	2	48170	0	3692638
BANK AMER CORP	OPTIONS	060505104	49455	2237800	SH	Put	SOLE		2237800	0	0
BANK HAWAII CORP	COM	062540109	2252	25396	SH		SOLE		25396	0	0
BANK MUTUAL CORP NEW	COM	063750103	204	21638	SH		SOLE		21638	0	0
BANK NEW YORK MELLON CORP	COM	064058100	1665	35150	SH		OTR		0	35150	0
BANK NEW YORK MELLON CORP	COM	064058100	6642	140177	SH		SOLE		140177	0	0
BANK NEW YORK MELLON CORP	COM	064058100	19993	421978	SH		SOLE	2	0	0	421978
BANK OF MARIN BANCORP	COM	063425102	233	3338	SH		SOLE		3338	0	0
BANK OF NT BUTTERFIELD&SON L	SHS NEW	G0772R208	136	4316	SH		SOLE		4316	0	0
BANK OF THE OZARKS INC	COM	063904106	9645	183395	SH		SOLE		183395	0	0
BANKFINANCIAL CORP	COM	06643P104	145	9815	SH		SOLE		9815	0	0
BANKRATE INC DEL	COM	06647F102	1569	141986	SH		SOLE		141986	0	0
BANKUNITED INC	COM	06652K103	32653	866363	SH		SOLE		866363	0	0
BANKWELL FINL GROUP INC	COM	06654A103	65	2010	SH		SOLE		2010	0	0
BANNER CORP	COM NEW	06652V208	1224	21925	SH		SOLE		21925	0	0
BAR HBR BANKSHARES	COM	066849100	173	3654	SH		SOLE		3654	0	0
BARCLAYS BK PLC	IPATH S&P500 VIX	06740Q252	97	3808	SH		OTR		3808	0	0
BARCLAYS BK PLC	OPTIONS	06740Q252	148	5800	SH	Call	OTR		5800	0	0
BARCLAYS BK PLC	OPTIONS	06740Q252	425	16675	SH	Put	OTR		16675	0	0
BARCLAYS BK PLC	IPATH S&P MT ETN	06740Q260	57	1640	SH		OTR		1640	0	0
BARD C R INC	COM	067383109	123955	551746	SH		SOLE		551746	0	0
BARD C R INC	COM	067383109	17371	77322	SH		SOLE	2	26000	0	51322
BARNES & NOBLE ED INC	COM	06777U101	238	20740	SH		SOLE		20740	0	0
BARNES & NOBLE INC	COM	067774109	363	32538	SH		SOLE		32538	0	0
BARNES GROUP INC	COM	067806109	1247	26296	SH		SOLE		26296	0	0
BARNWELL INDS INC	COM	068221100	8	4904	SH		SOLE		4904	0	0
BARRACUDA NETWORKS INC	COM	068323104	542	25306	SH		SOLE		25306	0	0
BARRETT BILL CORP	COM	06846N104	1247	178380	SH		SOLE		178380	0	0
BARRETT BUSINESS SERVICES IN	COM	068463108	241	3754	SH		SOLE		3754	0	0
BARRICK GOLD CORP	COM	067901108	28215	1765630	SH		SOLE		1765630	0	0
BASSETT FURNITURE INDS INC	COM	070203104	166	5474	SH		SOLE		5474	0	0
BATS GLOBAL MKTS INC	COM	05491G109	158	4726	SH		SOLE		4726	0	0
BAXTER INTL INC	COM	071813109	355251	8011971	SH		SOLE		8011971	0	0
BAXTER INTL INC	COM	071813109	15472	348939	SH		SOLE	2	60780	0	288159
BAZAARVOICE INC	COM	073271108	199	41059	SH		SOLE		41059	0	0
BB&T CORP	COM	054937107	10174	216376	SH		SOLE		216376	0	0
BB&T CORP	COM	054937107	15924	338670	SH		SOLE	2	0	0	338670
BCB BANCORP INC	COM	055298103	45	3436	SH		SOLE		3436	0	0
BCE INC	COM NEW	05534B760	59069	1366063	SH		SOLE		1366063	0	0
BEACON ROOFING SUPPLY INC	COM	073685109	3352	72756	SH		SOLE		72756	0	0
BEAR ST FINL INC	COM	073844102	109	10691	SH		SOLE		10691	0	0
BEASLEY BROADCAST GROUP INC	CL A	074014101	5	784	SH		SOLE		784	0	0
BEAZER HOMES USA INC	COM NEW	07556Q881	281	21165	SH		SOLE		21165	0	0
BECTON DICKINSON & CO	COM	075887109	290555	1755088	SH		SOLE		1755088	0	0
BECTON DICKINSON & CO	COM	075887109	15665	94625	SH		SOLE	2	0	0	94625
BED BATH & BEYOND INC	COM	075896100	68835	1693781	SH		SOLE		1693781	0	0
BED BATH & BEYOND INC	COM	075896100	5288	130127	SH		SOLE	2	0	0	130127
BEL FUSE INC	CL B	077347300	169	5479	SH		SOLE		5479	0	0
BELDEN INC	COM	077454106	1678	22436	SH		SOLE		22436	0	0
BELLICUM PHARMACEUTICALS INC	COM	079481107	101	7423	SH		SOLE		7423	0	0
BELMOND LTD	CL A	G1154H107	584	43745	SH		SOLE		43745	0	0
BEMIS INC	COM	081437105	19687	411699	SH		SOLE		411699	0	0
BENCHMARK ELECTRS INC	COM	08160H101	799	26183	SH		SOLE		26183	0	0
BENEFICIAL BANCORP INC	COM	08171T102	713	38741	SH		SOLE		38741	0	0
BENEFITFOCUS INC	COM	08180D106	209	7028	SH		SOLE		7028	0	0
BERKLEY W R CORP	COM	084423102	10309	155000	SH		SOLE		155000	0	0
BERKLEY W R CORP	COM	084423102	6144	92375	SH		SOLE	2	0	0	92375
BERKSHIRE HATHAWAY INC DEL	CL A	084670108	195053	799	SH		SOLE		799	0	0
BERKSHIRE HATHAWAY INC DEL	CL B NEW	084670702	349705	2145691	SH		SOLE		2145691	0	0
BERKSHIRE HILLS BANCORP INC	COM	084680107	658	17863	SH		SOLE		17863	0	0
BERRY PLASTICS GROUP INC	COM	08579W103	3473	71262	SH		SOLE		71262	0	0
BEST BUY INC	COM	086516101	14154	331708	SH		SOLE		331708	0	0
BEST BUY INC	COM	086516101	7806	182944	SH		SOLE	2	0	0	182944
BGC PARTNERS INC	CL A	05541T101	1186	115895	SH		SOLE		115895	0	0
BHP BILLITON PLC	SPONSORED ADR	05545E209	313	9941	SH		SOLE		0	0	9941
BIG 5 SPORTING GOODS CORP	COM	08915P101	2256	130003	SH		SOLE		130003	0	0
BIG LOTS INC	COM	089302103	9966	198481	SH		SOLE		198481	0	0
BIGLARI HLDGS INC	COM	08986R101	267	564	SH		SOLE		564	0	0
BIO PATH HOLDINGS INC	COM	09057N102	67	49387	SH		SOLE		49387	0	0
BIO RAD LABS INC	CL A	090572207	2231	12238	SH		SOLE		12238	0	0
BIO TECHNE CORP	COM	09073M104	2243	21812	SH		SOLE		21812	0	0
BIOCRYST PHARMACEUTICALS	COM	09058V103	244	38500	SH		SOLE		38500	0	0
BIODELIVERY SCIENCES INTL IN	COM	09060J106	14	8009	SH		SOLE		8009	0	0
BIOGEN INC	COM	09062X103	1251	4413	SH		OTR		0	4413	0
BIOGEN INC	COM	09062X103	376455	1327508	SH		SOLE		1323451	0	4057
BIOGEN INC	COM	09062X103	33049	116543	SH		SOLE	2	0	0	116543
BIOLASE INC	COM	090911108	16	11125	SH		SOLE		11125	0	0
BIOMARIN PHARMACEUTICAL INC	COM	09061G101	25039	302259	SH		SOLE		302259	0	0
BIOMARIN PHARMACEUTICAL INC	COM	09061G101	6845	82627	SH		SOLE	2	0	0	82627
BIOSCRIP INC	COM	09069N108	60	57715	SH		SOLE		57715	0	0
BIOSPECIFICS TECHNOLOGIES CO	COM	090931106	1431	25686	SH		SOLE		25686	0	0
BIOSTAGE INC	COM	09074M103	3	3656	SH		SOLE		3656	0	0
BIOTELEMETRY INC	COM	090672106	1935	86582	SH		SOLE		86582	0	0
BIOTIME INC	COM	09066L105	130	35939	SH		SOLE		35939	0	0
BJS RESTAURANTS INC	COM	09180C106	3620	92124	SH		SOLE		92124	0	0
BLACK BOX CORP DEL	COM	091826107	781	51209	SH		SOLE		51209	0	0
BLACK DIAMOND INC	COM	09202G101	25	4738	SH		SOLE		4738	0	0
BLACK HILLS CORP	COM	092113109	7097	115701	SH		SOLE		115701	0	0
BLACK KNIGHT FINL SVCS INC	CL A	09214X100	5074	134239	SH		SOLE		134239	0	0
BLACKBAUD INC	COM	09227Q100	1614	25215	SH		SOLE		25215	0	0
BLACKHAWK NETWORK HLDGS INC	COM	09238E104	1117	29656	SH		SOLE		29656	0	0
BLACKLINE INC	COM	09239B109	7144	258562	SH		SOLE		258562	0	0
BLACKROCK INC	COM	09247X101	1912	5025	SH		SOLE		5025	0	0
BLACKSTONE GROUP L P	COM UNIT LTD	09253U108	437	16183	SH		SOLE		0	0	16183
BLACKSTONE MTG TR INC	COM CL A	09257W100	424	14099	SH		SOLE		14099	0	0
BLOCK H & R INC	COM	093671105	119814	5211550	SH		SOLE		5211550	0	0
BLOCK H & R INC	COM	093671105	3472	151022	SH		SOLE	2	0	0	151022
BLOOMIN BRANDS INC	COM	094235108	8674	481066	SH		SOLE		481066	0	0
BLUCORA INC	COM	095229100	337	22871	SH		SOLE		22871	0	0
BLUE BIRD CORP	COM	095306106	28	1796	SH		SOLE		1796	0	0
BLUE BUFFALO PET PRODS INC	COM	09531U102	994	41347	SH		SOLE		41347	0	0
BLUE CAP REINS HLDGS LTD	COM	G1190F107	52	2800	SH		SOLE		2800	0	0
BLUE HILLS BANCORP INC	COM	095573101	285	15197	SH		SOLE		15197	0	0
BLUE NILE INC	COM	09578R103	253	6234	SH		SOLE		6234	0	0
BLUEBIRD BIO INC	COM	09609G100	2863	46394	SH		SOLE		46394	0	0
BLUELINX HLDGS INC	COM NEW	09624H208	16	2204	SH		SOLE		2204	0	0
BLUEPRINT MEDICINES CORP	COM	09627Y109	295	10523	SH		SOLE		10523	0	0
BLUEROCK RESIDENTIAL GRW REI	COM CL A	09627J102	189	13746	SH		SOLE		13746	0	0
BMC STK HLDGS INC	COM	05591B109	1215	62326	SH		SOLE		62326	0	0
BNC BANCORP	COM	05566T101	741	23228	SH		SOLE		23228	0	0
BOARDWALK PIPELINE PARTNERS	UT LTD PARTNER	096627104	8513	490365	SH		SOLE		490365	0	0
BOB EVANS FARMS INC	COM	096761101	23108	434274	SH		SOLE		434274	0	0
BOB EVANS FARMS INC	COM	096761101	482	9050	SH		SOLE	2	0	0	9050
BOEING CO	COM	097023105	24918	160057	SH		SOLE		160057	0	0
BOFI HLDG INC	COM	05566U108	911	31915	SH		SOLE		31915	0	0
BOINGO WIRELESS INC	COM	09739C102	247	20300	SH		SOLE		20300	0	0
BOISE CASCADE CO DEL	COM	09739D100	2009	89271	SH		SOLE		89271	0	0
BOJANGLES INC	COM	097488100	64	3428	SH		SOLE		3428	0	0
BOK FINL CORP	COM NEW	05561Q201	1197	14420	SH		SOLE		14420	0	0
BON-TON STORES INC	COM	09776J101	3	2228	SH		SOLE		2228	0	0
BONANZA CREEK ENERGY INC	COM	097793103	7	6854	SH		SOLE		6854	0	0
BOOT BARN HLDGS INC	COM	099406100	1356	108270	SH		SOLE		108270	0	0
BOOZ ALLEN HAMILTON HLDG COR	CL A	099502106	2605	72229	SH		SOLE		72229	0	0
BORGWARNER INC	COM	099724106	3894	98732	SH		SOLE		98732	0	0
BORGWARNER INC	COM	099724106	5257	133297	SH		SOLE	2	0	0	133297
BOSTON BEER INC	CL A	100557107	21644	127432	SH		SOLE		127432	0	0
BOSTON BEER INC	CL A	100557107	335	1970	SH		SOLE	2	0	0	1970
BOSTON PRIVATE FINL HLDGS IN	COM	101119105	708	42751	SH		SOLE		42751	0	0
BOSTON PROPERTIES INC	COM	101121101	42817	340412	SH		SOLE		340412	0	0
BOSTON PROPERTIES INC	COM	101121101	9527	75746	SH		SOLE	2	0	0	75746
BOSTON SCIENTIFIC CORP	COM	101137107	217378	10049818	SH		SOLE		9997382	0	52436
BOSTON SCIENTIFIC CORP	COM	101137107	13783	637194	SH		SOLE	2	0	0	637194
BOTTOMLINE TECH DEL INC	COM	101388106	13865	554143	SH		SOLE		554143	0	0
BOTTOMLINE TECH DEL INC	COM	101388106	202	8060	SH		SOLE	2	0	0	8060
BOULEVARD ACQUISITION	CL A	10157Q102	137	13881	SH		OTR		13881	0	0
BOULEVARD ACQUISITION	UNIT 99/99/9999	10157Q201	62	6100	SH		OTR		6100	0	0
BOVIE MEDICAL CORP	COM	10211F100	17	4719	SH		SOLE		4719	0	0
BOX INC	CL A	10316T104	1387	100056	SH		SOLE		100056	0	0
BOYD GAMING CORP	COM	103304101	8403	416603	SH		SOLE		416603	0	0
BP PLC	SPONSORED ADR	055622104	2455	65673	SH		OTR		0	65673	0
BP PLC	SPONSORED ADR	055622104	316286	8461378	SH		SOLE		8461378	0	0
