COLUMN 1: Name of Issuer	COLUMN 2: Title of Class	COLUMN 3: CUSIP Number	COLUMN 4: Market Value	COLUMN 5: Amount and Type of Security	 	 	COLUMN 6: Investment Discretion	COLUMN 7: Other Managers	COLUMN 8: Voting Authority	 	 
SCIENTIFIC GAMES CORP	COM	80874P109	210	10579	SH		SOLE		10579	0	0
SCOTTS MIRACLE GRO CO	CL A	810186106	550	5584	SH		SOLE		5584	0	0
SEAGATE TECHNOLOGY PLC	SHS	G7945M107	2573	54607	SH		SOLE		54607	0	0
SEALED AIR CORP NEW	COM	81211K100	744	17391	SH		SOLE		17391	0	0
SEATTLE GENETICS INC	COM	812578102	3472	50159	SH		SOLE		50159	0	0
SEI INVESTMENTS CO	COM	784117103	13980	249206	SH		SOLE		249206	0	0
SELECT MED HLDGS CORP	COM	81619Q105	233	14657	SH		SOLE		14657	0	0
SELECTIVE INS GROUP INC	COM	816300107	590	7872	SH		SOLE		7872	0	0
SEMGROUP CORP	CL A	81663A105	146	12129	SH		SOLE		12129	0	0
SEMPRA ENERGY	COM	816851109	4818	35053	SH		SOLE		35053	0	0
SEMTECH CORP	COM	816850101	872	18153	SH		SOLE		18153	0	0
SENIOR HSG PPTYS TR	SH BEN INT	81721M109	590	71312	SH		SOLE		71312	0	0
SENSIENT TECHNOLOGIES CORP	COM	81725T100	13642	185653	SH		SOLE		185653	0	0
SERES THERAPEUTICS INC	COM	81750R102	46	14176	SH		SOLE		14176	0	0
SERVICE CORP INTL	COM	817565104	719	15375	SH		SOLE		15375	0	0
SERVICENOW INC	COM	81762P102	2436	8872	SH		SOLE		8872	0	0
SERVISFIRST BANCSHARES INC	COM	81768T108	214	6250	SH		SOLE		6250	0	0
SHAKE SHACK INC	CL A	819047101	243	3361	SH		SOLE		3361	0	0
SHERWIN WILLIAMS CO	COM	824348106	87967	191946	SH		SOLE		191946	0	0
SHUTTERFLY INC	COM	82568P304	3387	66996	SH		SOLE		66996	0	0
SIGA TECHNOLOGIES INC	COM	826917106	166	29214	SH		SOLE		29214	0	0
SIGNATURE BK NEW YORK N Y	COM	82669G104	1362	11270	SH		SOLE		11270	0	0
SILGAN HOLDINGS INC	COM	827048109	201	6574	SH		SOLE		6574	0	0
SILICON LABORATORIES INC	COM	826919102	1227	11866	SH		SOLE		11866	0	0
SIMMONS 1ST NATL CORP	CL A $1 PAR	828730200	287	12345	SH		SOLE		12345	0	0
SIMON PPTY GROUP INC NEW	COM	828806109	19586	122599	SH		SOLE		122599	0	0
SIMPSON MANUFACTURING CO INC	COM	829073105	368	5544	SH		SOLE		5544	0	0
SINCLAIR BROADCAST GROUP INC	CL A	829226109	403	7510	SH		SOLE		7510	0	0
SIRIUS XM HLDGS INC	COM	82968B103	14408	2582094	SH		SOLE		2582094	0	0
SITE CENTERS CORP	COM	82981J109	417	31461	SH		SOLE		31461	0	0
SITEONE LANDSCAPE SUPPLY INC	COM	82982L103	311	4491	SH		SOLE		4491	0	0
SIX FLAGS ENTMT CORP NEW	COM	83001A102	301	6051	SH		SOLE		6051	0	0
SJW GROUP	COM	784305104	11545	189978	SH		SOLE		189978	0	0
SKECHERS U S A INC	CL A	830566105	349	11096	SH		SOLE		11096	0	0
SKYWEST INC	COM	830879102	417	6867	SH		SOLE		6867	0	0
SKYWORKS SOLUTIONS INC	COM	83088M102	11853	153394	SH		SOLE		153394	0	0
SL GREEN RLTY CORP	COM	78440X101	3300	41065	SH		SOLE		41065	0	0
SLM CORP	COM	78442P106	860	88426	SH		SOLE		88426	0	0
SM ENERGY CO	COM	78454L100	176	14036	SH		SOLE		14036	0	0
SMITH A O CORP	COM	831865209	71307	1512024	SH		SOLE		1512024	0	0
SMUCKER J M CO	COM NEW	832696405	3895	33818	SH		SOLE		33818	0	0
SNAP INC	CL A	83304A106	519	36319	SH		SOLE		36319	0	0
SNAP ON INC	COM	833034101	1619	9776	SH		SOLE		9776	0	0
SOLID BIOSCIENCES INC	COM	83422E105	67	11624	SH		SOLE		11624	0	0
SONOCO PRODS CO	COM	835495102	14218	217602	SH		SOLE		217602	0	0
SORRENTO THERAPEUTICS INC	COM NEW	83587F202	32	12134	SH		SOLE		12134	0	0
SOTHEBYS	COM	835898107	367	6313	SH		SOLE		6313	0	0
SOUTH JERSEY INDS INC	COM	838518108	13537	401336	SH		SOLE		401336	0	0
SOUTH ST CORP	COM	840441109	278	3775	SH		SOLE		3775	0	0
SOUTHERN CO	COM	842587107	6876	124385	SH		SOLE		124385	0	0
SOUTHSIDE BANCSHARES INC	COM	84470P109	10749	331958	SH		SOLE		331958	0	0
SOUTHWEST AIRLS CO	COM	844741108	2767	54497	SH		SOLE		54497	0	0
SOUTHWEST GAS HOLDINGS INC	COM	844895102	13347	148925	SH		SOLE		148925	0	0
SOUTHWESTERN ENERGY CO	COM	845467109	429	135668	SH		SOLE		135668	0	0
SPARK THERAPEUTICS INC	COM	84652J103	1563	15265	SH		SOLE		15265	0	0
SPECTRUM PHARMACEUTICALS INC	COM	84763A108	400	46416	SH		SOLE		46416	0	0
SPIRE INC	COM	84857L101	12966	154503	SH		SOLE		154503	0	0
SPIRIT AIRLS INC	COM	848577102	363	7596	SH		SOLE		7596	0	0
SPIRIT RLTY CAP INC NEW	COM NEW	84860W300	821	19240	SH		SOLE		19240	0	0
SPLUNK INC	COM	848637104	907	7213	SH		SOLE		7213	0	0
SPS COMMERCE INC	COM	78463M107	238	2333	SH		SOLE		2333	0	0
SPX FLOW INC	COM	78469X107	238	5688	SH		SOLE		5688	0	0
SRC ENERGY INC	COM	78470V108	162	32620	SH		SOLE		32620	0	0
SS&C TECHNOLOGIES HLDGS INC	COM	78467J100	603	10467	SH		SOLE		10467	0	0
STAG INDL INC	COM	85254J102	313	10365	SH		SOLE		10365	0	0
STANLEY BLACK & DECKER INC	COM	854502101	84997	587768	SH		SOLE		587768	0	0
STARBUCKS CORP	COM	855244109	68372	815603	SH		SOLE		815603	0	0
STARWOOD PPTY TR INC	COM	85571B105	1403	61743	SH		SOLE		61743	0	0
STATE STR CORP	COM	857477103	6888	122872	SH		SOLE		122872	0	0
STEEL DYNAMICS INC	COM	858119100	952	31512	SH		SOLE		31512	0	0
STEPAN CO	COM	858586100	11421	124262	SH		SOLE		124262	0	0
STERICYCLE INC	COM	858912108	345	7232	SH		SOLE		7232	0	0
STERIS PLC	SHS USD	G8473T100	1308	8785	SH		SOLE		8785	0	0
STERLING BANCORP DEL	COM	85917A100	912	42870	SH		SOLE		42870	0	0
STIFEL FINL CORP	COM	860630102	1290	21836	SH		SOLE		21836	0	0
STITCH FIX INC	COM CL A	860897107	3943	123269	SH		SOLE		123269	0	0
STORE CAP CORP	COM	862121100	1476	44462	SH		SOLE		44462	0	0
STRATEGIC ED INC	COM	86272C103	506	2845	SH		SOLE		2845	0	0
STRONGBRIDGE BIOPHARMA PLC	SHS USD	G85347105	49	15808	SH		SOLE		15808	0	0
STRYKER CORP	COM	863667101	8342	40580	SH		SOLE		40580	0	0
SUMMIT HOTEL PPTYS INC	COM	866082100	160	13971	SH		SOLE		13971	0	0
SUMMIT MATLS INC	CL A	86614U100	239	12406	SH		SOLE		12406	0	0
SUN CMNTYS INC	COM	866674104	2543	19840	SH		SOLE		19840	0	0
SUNRUN INC	COM	86771W105	192	10244	SH		SOLE		10244	0	0
SUNSTONE HOTEL INVS INC NEW	COM	867892101	1022	74551	SH		SOLE		74551	0	0
SUNTRUST BKS INC	COM	867914103	9076	144412	SH		SOLE		144412	0	0
SUPERIOR ENERGY SVCS INC	COM	868157108	27	20726	SH		SOLE		20726	0	0
SUPERNUS PHARMACEUTICALS INC	COM	868459108	727	21979	SH		SOLE		21979	0	0
SVB FINL GROUP	COM	78486Q101	4223	18804	SH		SOLE		18804	0	0
SYMANTEC CORP	COM	871503108	12168	559196	SH		SOLE		559196	0	0
SYNAPTICS INC	COM	87157D109	277	9496	SH		SOLE		9496	0	0
SYNCHRONY FINL	COM	87165B103	8195	236365	SH		SOLE		236365	0	0
SYNEOS HEALTH INC	CL A	87166B102	2207	43201	SH		SOLE		43201	0	0
SYNNEX CORP	COM	87162W100	956	9718	SH		SOLE		9718	0	0
SYNOPSYS INC	COM	871607107	16579	128831	SH		SOLE		128831	0	0
SYNOVUS FINL CORP	COM NEW	87161C501	1127	32212	SH		SOLE		32212	0	0
SYROS PHARMACEUTICALS INC	COM	87184Q107	139	15058	SH		SOLE		15058	0	0
SYSCO CORP	COM	871829107	88642	1253421	SH		SOLE		1253421	0	0
T MOBILE US INC	COM	872590104	35434	477929	SH		SOLE		477929	0	0
TABLEAU SOFTWARE INC	CL A	87336U105	574	3459	SH		SOLE		3459	0	0
TAKE-TWO INTERACTIVE SOFTWAR	COM	874054109	11277	99334	SH		SOLE		99334	0	0
TANDEM DIABETES CARE INC	COM NEW	875372203	348	5395	SH		SOLE		5395	0	0
TANGER FACTORY OUTLET CTRS I	COM	875465106	20536	1266851	SH		SOLE		1266851	0	0
TAPESTRY INC	COM	876030107	1847	58208	SH		SOLE		58208	0	0
TARGA RES CORP	COM	87612G101	591	15057	SH		SOLE		15057	0	0
TARGET CORP	COM	87612E106	95188	1099036	SH		SOLE		1099036	0	0
TAUBMAN CTRS INC	COM	876664103	748	18330	SH		SOLE		18330	0	0
TAYLOR MORRISON HOME CORP	COM	87724P106	258	12306	SH		SOLE		12306	0	0
TCF FINL CORP	COM	872275102	699	33603	SH		SOLE		33603	0	0
TD AMERITRADE HLDG CORP	COM	87236Y108	1658	33213	SH		SOLE		33213	0	0
TE CONNECTIVITY LTD	REG SHS	H84989104	4947	51649	SH		SOLE		51649	0	0
TECH DATA CORP	COM	878237106	906	8664	SH		SOLE		8664	0	0
TECHNIPFMC PLC	COM	G87110105	1772	68310	SH		SOLE		68310	0	0
TEEKAY TANKERS LTD	CL A	Y8565N102	26	20256	SH		SOLE		20256	0	0
TEGNA INC	COM	87901J105	625	41284	SH		SOLE		41284	0	0
TELADOC HEALTH INC	COM	87918A105	587	8843	SH		SOLE		8843	0	0
TELEDYNE TECHNOLOGIES INC	COM	879360105	836	3053	SH		SOLE		3053	0	0
TELEFLEX INC	COM	879369106	2003	6050	SH		SOLE		6050	0	0
TELEPHONE & DATA SYS INC	COM NEW	879433829	12198	401238	SH		SOLE		401238	0	0
TEMPUR SEALY INTL INC	COM	88023U101	279	3800	SH		SOLE		3800	0	0
TENET HEALTHCARE CORP	COM NEW	88033G407	366	17713	SH		SOLE		17713	0	0
TERADATA CORP DEL	COM	88076W103	536	14946	SH		SOLE		14946	0	0
TERADYNE INC	COM	880770102	1388	28967	SH		SOLE		28967	0	0
TERRENO RLTY CORP	COM	88146M101	312	6366	SH		SOLE		6366	0	0
TESLA INC	COM	88160R101	22225	99457	SH		SOLE		99457	0	0
TETRA TECH INC NEW	COM	88162G103	605	7703	SH		SOLE		7703	0	0
TETRA TECHNOLOGIES INC DEL	COM	88162F105	27	16509	SH		SOLE		16509	0	0
TEXAS CAPITAL BANCSHARES INC	COM	88224Q107	631	10288	SH		SOLE		10288	0	0
TEXAS INSTRS INC	COM	882508104	83113	724233	SH		SOLE		724233	0	0
TEXAS ROADHOUSE INC	COM	882681109	688	12811	SH		SOLE		12811	0	0
TEXTRON INC	COM	883203101	2537	47835	SH		SOLE		47835	0	0
THE CHARLES SCHWAB CORPORATI	COM	808513105	13536	336790	SH		SOLE		336790	0	0
THE TRADE DESK INC	COM CL A	88339J105	803	3526	SH		SOLE		3526	0	0
THERAPEUTICSMD INC	COM	88338N107	234	89946	SH		SOLE		89946	0	0
THERAVANCE BIOPHARMA INC	COM	G8807B106	343	20977	SH		SOLE		20977	0	0
THERMO FISHER SCIENTIFIC INC	COM	883556102	15844	53950	SH		SOLE		53950	0	0
THIRD PT REINS LTD	COM	G8827U100	103	10008	SH		SOLE		10008	0	0
THOR INDS INC	COM	885160101	253	4328	SH		SOLE		4328	0	0
TIFFANY & CO NEW	COM	886547108	1131	12073	SH		SOLE		12073	0	0
TIMKEN CO	COM	887389104	297	5787	SH		SOLE		5787	0	0
TIVO CORP	COM	88870P106	121	16379	SH		SOLE		16379	0	0
TJX COS INC NEW	COM	872540109	9749	184355	SH		SOLE		184355	0	0
TOLL BROTHERS INC	COM	889478103	401	10942	SH		SOLE		10942	0	0
TOMPKINS FINANCIAL CORPORATI	COM	890110109	11722	143657	SH		SOLE		143657	0	0
TOOTSIE ROLL INDS INC	COM	890516107	24018	650355	SH		SOLE		650355	0	0
TOPBUILD CORP	COM	89055F103	393	4744	SH		SOLE		4744	0	0
TORCHMARK CORP	COM	891027104	4730	52871	SH		SOLE		52871	0	0
TORO CO	COM	891092108	12043	180021	SH		SOLE		180021	0	0
TOTAL SYS SVCS INC	COM	891906109	2325	18123	SH		SOLE		18123	0	0
TRACTOR SUPPLY CO	COM	892356106	1465	13464	SH		SOLE		13464	0	0
TRANSDIGM GROUP INC	COM	893641100	2643	5463	SH		SOLE		5463	0	0
TRANSENTERIX INC	COM NEW	89366M201	24	17511	SH		SOLE		17511	0	0
TRANSLATE BIO INC	COM	89374L104	227	17980	SH		SOLE		17980	0	0
TRANSOCEAN LTD	REG SHS	H8817H100	444	69228	SH		SOLE		69228	0	0
TRAVELERS COMPANIES INC	COM	89417E109	29847	199616	SH		SOLE		199616	0	0
TREEHOUSE FOODS INC	COM	89469A104	251	4647	SH		SOLE		4647	0	0
TREX CO INC	COM	89531P105	802	11182	SH		SOLE		11182	0	0
TRI POINTE GROUP INC	COM	87265H109	316	26392	SH		SOLE		26392	0	0
TRICIDA INC	COM	89610F101	641	16246	SH		SOLE		16246	0	0
TRIMBLE INC	COM	896239100	956	21198	SH		SOLE		21198	0	0
TRINET GROUP INC	COM	896288107	327	4823	SH		SOLE		4823	0	0
TRINITY INDS INC	COM	896522109	228	11002	SH		SOLE		11002	0	0
TRINSEO S A	SHS	L9340P101	300	7091	SH		SOLE		7091	0	0
TRIPADVISOR INC	COM	896945201	534	11544	SH		SOLE		11544	0	0
TRUSTCO BK CORP N Y	COM	898349105	101	12697	SH		SOLE		12697	0	0
TRUSTMARK CORP	COM	898402102	670	20164	SH		SOLE		20164	0	0
TTM TECHNOLOGIES INC	COM	87305R109	129	12636	SH		SOLE		12636	0	0
TWILIO INC	CL A	90138F102	767	5623	SH		SOLE		5623	0	0
TWITTER INC	COM	90184L102	6488	185892	SH		SOLE		185892	0	0
TWO HBRS INVT CORP	COM NEW	90187B408	761	60101	SH		SOLE		60101	0	0
TYLER TECHNOLOGIES INC	COM	902252105	1056	4887	SH		SOLE		4887	0	0
TYME TECHNOLOGIES INC	COM	90238J103	13	11022	SH		SOLE		11022	0	0
TYSON FOODS INC	CL A	902494103	3236	40079	SH		SOLE		40079	0	0
U S PHYSICAL THERAPY INC	COM	90337L108	206	1684	SH		SOLE		1684	0	0
U S SILICA HLDGS INC	COM	90346E103	186	14517	SH		SOLE		14517	0	0
UDR INC	COM	902653104	4131	92032	SH		SOLE		92032	0	0
UGI CORP NEW	COM	902681105	13732	257101	SH		SOLE		257101	0	0
ULTA BEAUTY INC	COM	90384S303	16200	46702	SH		SOLE		46702	0	0
ULTRA PETROLEUM CORP	COM NEW	903914208	3	16873	SH		SOLE		16873	0	0
ULTRAGENYX PHARMACEUTICAL IN	COM	90400D108	1503	23665	SH		SOLE		23665	0	0
UMB FINL CORP	COM	902788108	24342	369832	SH		SOLE		369832	0	0
UMPQUA HLDGS CORP	COM	904214103	749	45148	SH		SOLE		45148	0	0
UNDER ARMOUR INC	CL A	904311107	2900	114397	SH		SOLE		114397	0	0
UNDER ARMOUR INC	CL C	904311206	473	21318	SH		SOLE		21318	0	0
UNIFIRST CORP MASS	COM	904708104	388	2058	SH		SOLE		2058	0	0
UNION PACIFIC CORP	COM	907818108	18594	109953	SH		SOLE		109953	0	0
UNIQURE NV	SHS	N90064101	862	11029	SH		SOLE		11029	0	0
UNITED BANKSHARES INC WEST V	COM	909907107	24451	659233	SH		SOLE		659233	0	0
UNITED CMNTY BKS BLAIRSVLE G	COM	90984P303	302	10576	SH		SOLE		10576	0	0
UNITED CONTL HLDGS INC	COM	910047109	17920	204681	SH		SOLE		204681	0	0
UNITED PARCEL SERVICE INC	CL B	911312106	8042	77874	SH		SOLE		77874	0	0
UNITED RENTALS INC	COM	911363109	3519	26531	SH		SOLE		26531	0	0
UNITED STATES STL CORP NEW	COM	912909108	375	24506	SH		SOLE		24506	0	0
UNITED TECHNOLOGIES CORP	COM	913017109	112857	866795	SH		SOLE		866795	0	0
UNITED THERAPEUTICS CORP DEL	COM	91307C102	1354	17344	SH		SOLE		17344	0	0
UNITEDHEALTH GROUP INC	COM	91324P102	67555	276852	SH		SOLE		276852	0	0
UNITI GROUP INC	COM	91325V108	524	55189	SH		SOLE		55189	0	0
UNITY BIOTECHNOLOGY INC	COM	91381U101	144	15164	SH		SOLE		15164	0	0
UNIVERSAL CORP VA	COM	913456109	11831	194690	SH		SOLE		194690	0	0
UNIVERSAL DISPLAY CORP	COM	91347P105	1349	7174	SH		SOLE		7174	0	0
UNIVERSAL FST PRODS INC	COM	913543104	309	8115	SH		SOLE		8115	0	0
UNIVERSAL HEALTH RLTY INCM T	SH BEN INT	91359E105	13109	154345	SH		SOLE		154345	0	0
UNIVERSAL HLTH SVCS INC	CL B	913903100	1748	13405	SH		SOLE		13405	0	0
UNUM GROUP	COM	91529Y106	4241	126407	SH		SOLE		126407	0	0
UNUM THERAPEUTICS INC	COM	903214104	28	10833	SH		SOLE		10833	0	0
URANIUM ENERGY CORP	COM	916896103	25	18454	SH		SOLE		18454	0	0
URBAN EDGE PPTYS	COM	91704F104	825	47623	SH		SOLE		47623	0	0
UROGEN PHARMA LTD	COM	M96088105	218	6068	SH		SOLE		6068	0	0
URSTADT BIDDLE PPTYS INC	CL A	917286205	11740	559030	SH		SOLE		559030	0	0
US BANCORP DEL	COM NEW	902973304	18772	358238	SH		SOLE		358238	0	0
V F CORP	COM	918204108	86552	990862	SH		SOLE		990862	0	0
VALERO ENERGY CORP NEW	COM	91913Y100	7948	92834	SH		SOLE		92834	0	0
VALLEY NATL BANCORP	COM	919794107	1101	102094	SH		SOLE		102094	0	0
VALMONT INDS INC	COM	920253101	234	1846	SH		SOLE		1846	0	0
VALVOLINE INC	COM	92047W101	520	26616	SH		SOLE		26616	0	0
VANDA PHARMACEUTICALS INC	COM	921659108	316	22420	SH		SOLE		22420	0	0
VANECK VECTORS ETF TR	GOLD MINERS ETF	92189F106	9256	362111	SH		SOLE		362111	0	0
VARIAN MED SYS INC	COM	92220P105	1623	11919	SH		SOLE		11919	0	0
VECTOR GROUP LTD	COM	92240M108	9525	976941	SH		SOLE		976941	0	0
VEEVA SYS INC	CL A COM	922475108	995	6140	SH		SOLE		6140	0	0
VENTAS INC	COM	92276F100	8921	130517	SH		SOLE		130517	0	0
VERACYTE INC	COM	92337F107	478	16754	SH		SOLE		16754	0	0
VERASTEM INC	COM	92337C104	44	28841	SH		SOLE		28841	0	0
VEREIT INC	COM	92339V100	1932	214418	SH		SOLE		214418	0	0
VERINT SYS INC	COM	92343X100	538	10000	SH		SOLE		10000	0	0
VERISIGN INC	COM	92343E102	20194	96550	SH		SOLE		96550	0	0
VERISK ANALYTICS INC	COM	92345Y106	16067	109699	SH		SOLE		109699	0	0
VERIZON COMMUNICATIONS INC	COM	92343V104	37378	654270	SH		SOLE		654270	0	0
VERSUM MATLS INC	COM	92532W103	951	18444	SH		SOLE		18444	0	0
VERTEX PHARMACEUTICALS INC	COM	92532F100	49139	267962	SH		SOLE		267962	0	0
VIACOM INC NEW	CL B	92553P201	3814	127692	SH		SOLE		127692	0	0
VIASAT INC	COM	92552V100	1074	13289	SH		SOLE		13289	0	0
VIAVI SOLUTIONS INC	COM	925550105	562	42265	SH		SOLE		42265	0	0
VICI PPTYS INC	COM	925652109	1774	80475	SH		SOLE		80475	0	0
VIPSHOP HLDGS LTD	SPONSORED ADS A	92763W103	2257	261558	SH		SOLE		261558	0	0
VISA INC	COM CL A	92826C839	98492	567516	SH		SOLE		567516	0	0
VISHAY INTERTECHNOLOGY INC	COM	928298108	416	25211	SH		SOLE		25211	0	0
VMWARE INC	CL A COM	928563402	612	3660	SH		SOLE		3660	0	0
VONAGE HLDGS CORP	COM	92886T201	345	30445	SH		SOLE		30445	0	0
VORNADO RLTY TR	SH BEN INT	929042109	3635	56715	SH		SOLE		56715	0	0
VOYA FINL INC	COM	929089100	1000	18091	SH		SOLE		18091	0	0
VOYAGER THERAPEUTICS INC	COM	92915B106	354	13021	SH		SOLE		13021	0	0
VULCAN MATLS CO	COM	929160109	2949	21477	SH		SOLE		21477	0	0
W P CAREY INC	COM	92936U109	3043	37490	SH		SOLE		37490	0	0
WABTEC CORP	COM	929740108	1294	18036	SH		SOLE		18036	0	0
WADDELL & REED FINL INC	CL A	930059100	169	10165	SH		SOLE		10165	0	0
WAGEWORKS INC	COM	930427109	272	5346	SH		SOLE		5346	0	0
WALGREENS BOOTS ALLIANCE INC	COM	931427108	127204	2326768	SH		SOLE		2326768	0	0
WALMART INC	COM	931142103	124163	1123750	SH		SOLE		1123750	0	0
WASHINGTON FED INC	COM	938824109	875	25058	SH		SOLE		25058	0	0
WASHINGTON PRIME GROUP NEW	COM	93964W108	97	25402	SH		SOLE		25402	0	0
WASHINGTON REAL ESTATE INVT	SH BEN INT	939653101	758	28374	SH		SOLE		28374	0	0
WASTE MGMT INC DEL	COM	94106L109	8441	73164	SH		SOLE		73164	0	0
WATERS CORP	COM	941848103	1959	9101	SH		SOLE		9101	0	0
WATSCO INC	COM	942622200	445	2719	SH		SOLE		2719	0	0
WATTS WATER TECHNOLOGIES INC	CL A	942749102	348	3735	SH		SOLE		3735	0	0
WAVE LIFE SCIENCES LTD	SHS	Y95308105	317	12146	SH		SOLE		12146	0	0
WAYFAIR INC	CL A	94419L101	3076	21068	SH		SOLE		21068	0	0
WD-40 CO	COM	929236107	293	1840	SH		SOLE		1840	0	0
WEBSTER FINL CORP CONN	COM	947890109	901	18851	SH		SOLE		18851	0	0
WEC ENERGY GROUP INC	COM	92939U106	4940	59251	SH		SOLE		59251	0	0
WEINGARTEN RLTY INVS	SH BEN INT	948741103	983	35845	SH		SOLE		35845	0	0
WELLCARE HEALTH PLANS INC	COM	94946T106	1881	6599	SH		SOLE		6599	0	0
WELLS FARGO CO NEW	COM	949746101	48643	1027951	SH		SOLE		1027951	0	0
WELLTOWER INC	COM	95040Q104	13839	169742	SH		SOLE		169742	0	0
WENDYS CO	COM	95058W100	300	15339	SH		SOLE		15339	0	0
WERNER ENTERPRISES INC	COM	950755108	260	8379	SH		SOLE		8379	0	0
WESBANCO INC	COM	950810101	213	5535	SH		SOLE		5535	0	0
WEST PHARMACEUTICAL SVSC INC	COM	955306105	14880	118894	SH		SOLE		118894	0	0
WESTAMERICA BANCORPORATION	COM	957090103	216	3503	SH		SOLE		3503	0	0
WESTERN ALLIANCE BANCORP	COM	957638109	538	12026	SH		SOLE		12026	0	0
WESTERN DIGITAL CORP	COM	958102105	9946	209179	SH		SOLE		209179	0	0
WESTERN UN CO	COM	959802109	2869	144239	SH		SOLE		144239	0	0
WESTLAKE CHEM CORP	COM	960413102	207	2973	SH		SOLE		2973	0	0
WESTROCK CO	COM	96145D105	3431	94084	SH		SOLE		94084	0	0
WEX INC	COM	96208T104	758	3643	SH		SOLE		3643	0	0
WEYERHAEUSER CO	COM	962166104	8536	324064	SH		SOLE		324064	0	0
WHIRLPOOL CORP	COM	963320106	995	6988	SH		SOLE		6988	0	0
WHITE MTNS INS GROUP LTD	COM	G9618E107	408	399	SH		SOLE		399	0	0
WILEY JOHN & SONS INC	CL A	968223206	12714	277230	SH		SOLE		277230	0	0
WILLIAMS COS INC DEL	COM	969457100	5602	199799	SH		SOLE		199799	0	0
WILLIAMS SONOMA INC	COM	969904101	434	6671	SH		SOLE		6671	0	0
WILLIS TOWERS WATSON PUB LTD	SHS	G96629103	19755	103140	SH		SOLE		103140	0	0
WINGSTOP INC	COM	974155103	371	3919	SH		SOLE		3919	0	0
WINTRUST FINL CORP	COM	97650W108	848	11592	SH		SOLE		11592	0	0
WISDOMTREE INVTS INC	COM	97717P104	97	15776	SH		SOLE		15776	0	0
WOLVERINE WORLD WIDE INC	COM	978097103	347	12590	SH		SOLE		12590	0	0
WOODWARD INC	COM	980745103	1175	10383	SH		SOLE		10383	0	0
WORKDAY INC	CL A	98138H101	20208	98298	SH		SOLE		98298	0	0
WORLD FUEL SVCS CORP	COM	981475106	585	16279	SH		SOLE		16279	0	0
WORLD WRESTLING ENTMT INC	CL A	98156Q108	579	8024	SH		SOLE		8024	0	0
WORTHINGTON INDS INC	COM	981811102	396	9835	SH		SOLE		9835	0	0
WPX ENERGY INC	COM	98212B103	619	53816	SH		SOLE		53816	0	0
WRIGHT MED GROUP N V	ORD SHS	N96617118	393	13173	SH		SOLE		13173	0	0
WSFS FINL CORP	COM	929328102	222	5376	SH		SOLE		5376	0	0
WYNDHAM DESTINATIONS INC	COM	98310W108	347	7906	SH		SOLE		7906	0	0
WYNDHAM HOTELS & RESORTS INC	COM	98311A105	458	8210	SH		SOLE		8210	0	0
WYNN RESORTS LTD	COM	983134107	8801	70984	SH		SOLE		70984	0	0
XCEL ENERGY INC	COM	98389B100	23616	396973	SH		SOLE		396973	0	0
XENCOR INC	COM	98401F105	876	21391	SH		SOLE		21391	0	0
XENIA HOTELS & RESORTS INC	COM	984017103	834	40000	SH		SOLE		40000	0	0
XERIS PHARMACEUTICALS INC	COM	98422L107	115	10030	SH		SOLE		10030	0	0
XEROX CORP	COM NEW	984121608	1074	30325	SH		SOLE		30325	0	0
XILINX INC	COM	983919101	25490	216162	SH		SOLE		216162	0	0
XPO LOGISTICS INC	COM	983793100	451	7793	SH		SOLE		7793	0	0
XYLEM INC	COM	98419M100	1678	20063	SH		SOLE		20063	0	0
YELP INC	CL A	985817105	498	14578	SH		SOLE		14578	0	0
YUM BRANDS INC	COM	988498101	4429	40019	SH		SOLE		40019	0	0
ZAFGEN INC	COM	98885E103	17	14128	SH		SOLE		14128	0	0
ZAI LAB LTD	ADR	98887Q104	219	6290	SH		SOLE		6290	0	0
ZAYO GROUP HLDGS INC	COM	98919V105	340	10340	SH		SOLE		10340	0	0
ZEBRA TECHNOLOGIES CORP	CL A	989207105	952	4544	SH		SOLE		4544	0	0
ZENDESK INC	COM	98936J101	469	5263	SH		SOLE		5263	0	0
ZILLOW GROUP INC	CL C CAP STK	98954M200	260	5607	SH		SOLE		5607	0	0
ZIMMER BIOMET HLDGS INC	COM	98956P102	3162	26853	SH		SOLE		26853	0	0
ZIONS BANCORPORATION N A	COM	989701107	2009	43692	SH		SOLE		43692	0	0
ZIOPHARM ONCOLOGY INC	COM	98973P101	81	13941	SH		SOLE		13941	0	0
ZOETIS INC	CL A	98978V103	10764	94845	SH		SOLE		94845	0	0
ZOGENIX INC	COM NEW	98978L204	805	16839	SH		SOLE		16839	0	0
ZSCALER INC	COM	98980G102	548	7156	SH		SOLE		7156	0	0
