COLUMN 1: Name of Issuer	COLUMN 2: Title of Class	COLUMN 3: CUSIP Number	COLUMN 4: Market Value	COLUMN 5: Amount and Type of Security	 	 	COLUMN 6: Investment Discretion	COLUMN 7: Other Managers	COLUMN 8: Voting Authority	 	 
TUCOWS INC 	COM NEW	898697206	763	12500	SH	Put	DFND	01, 02	12500	0	0
TUPPERWARE BRANDS CORP 	COM	899896104	3651	191830	SH		DFND	01, 02	191830	0	0
TUPPERWARE BRANDS CORP 	COM	899896104	1903	100000	SH	Call	DFND	01, 02	100000	0	0
TUPPERWARE BRANDS CORP 	COM	899896104	6341	333200	SH	Put	DFND	01, 02	333200	0	0
TURNING PT BRANDS INC 	COM	90041L105	446	9096	SH		DFND	01, 02	9096	0	0
TURNING PT BRANDS INC 	COM	90041L105	216	4400	SH	Call	DFND	01, 02	4400	0	0
TWILIO INC 	CL A	90138F102	16420	120426	SH		DFND	01, 02	120426	0	0
TWILIO INC 	CL A	90138F102	16785	123100	SH	Call	DFND	01, 02	123100	0	0
TWILIO INC 	CL A	90138F102	27815	204000	SH	Put	DFND	01, 02	204000	0	0
TWITTER INC 	COM	90184L102	5950	170480	SH		DFND	01, 02	170480	0	0
TWITTER INC 	COM	90184L102	6600	189100	SH	Call	DFND	01, 02	189100	0	0
TWITTER INC 	COM	90184L102	50608	1450100	SH	Put	DFND	01, 02	1450100	0	0
TYLER TECHNOLOGIES INC 	COM	902252105	789	3654	SH		DFND	01, 02	3654	0	0
TYLER TECHNOLOGIES INC 	COM	902252105	1404	6500	SH	Put	DFND	01, 02	6500	0	0
TYSON FOODS INC 	CL A	902494103	2208	27351	SH		DFND	01, 02	27351	0	0
TYSON FOODS INC 	CL A	902494103	5240	64900	SH	Call	DFND	01, 02	64900	0	0
TYSON FOODS INC 	CL A	902494103	5765	71400	SH	Put	DFND	01, 02	71400	0	0
U S CONCRETE INC 	COM NEW	90333L201	684	13769	SH		DFND	01, 02	13769	0	0
U S CONCRETE INC 	COM NEW	90333L201	696	14000	SH	Call	DFND	01, 02	14000	0	0
U S CONCRETE INC 	COM NEW	90333L201	25	500	SH	Put	DFND	01, 02	500	0	0
U S SILICA HLDGS INC 	COM	90346E103	1252	97861	SH		DFND	01, 02	97861	0	0
U S SILICA HLDGS INC	COM	90346E103	1	100	SH	Call	DFND	01, 02	100	0	0
U S SILICA HLDGS INC 	COM	90346E103	1632	127600	SH	Put	DFND	01, 02	127600	0	0
UBER TECHNOLOGIES INC 	COM	90353T100	6526	140700	SH	Call	DFND	01, 02	140700	0	0
UBIQUITI NETWORKS INC 	COM	90347A100	1003	7630	SH		DFND	01, 02	7630	0	0
UBIQUITI NETWORKS INC 	COM	90347A100	855	6500	SH	Call	DFND	01, 02	6500	0	0
UBIQUITI NETWORKS INC 	COM	90347A100	776	5900	SH	Put	DFND	01, 02	5900	0	0
UBS GROUP AG 	SHS	H42097107	2370	200000	SH	Call	DFND	01, 02	200000	0	0
UDR INC 	COM	902653104	494	11000	SH	Call	DFND	01, 02	11000	0	0
UGI CORP NEW 	COM	902681105	17	325	SH		DFND	01, 02	325	0	0
UGI CORP NEW 	COM	902681105	224	4200	SH	Put	DFND	01, 02	4200	0	0
ULTA BEAUTY INC 	COM	90384S303	1457	4200	SH	Call	DFND	01, 02	4200	0	0
ULTA BEAUTY INC 	COM	90384S303	278	800	SH	Put	DFND	01, 02	800	0	0
ULTRA CLEAN HLDGS INC 	COM	90385V107	700	50300	SH	Call	DFND	01, 02	50300	0	0
ULTRA CLEAN HLDGS INC 	COM	90385V107	174	12500	SH	Put	DFND	01, 02	12500	0	0
ULTRAPAR PARTICIPACOES S A 	SP ADR REP COM	90400P101	44	8309	SH		DFND	01, 02	8309	0	0
ULTRAPAR PARTICIPACOES S A 	SP ADR REP COM	90400P101	105	20000	SH	Put	DFND	01, 02	20000	0	0
UNDER ARMOUR INC 	CL A 	904311107	5519	217700	SH	Call	DFND	01, 02	217700	0	0
UNDER ARMOUR INC 	CL A 	904311107	545	21500	SH	Put	DFND	01, 02	21500	0	0
UNDER ARMOUR INC 	CL C	904311206	5247	236342	SH		DFND	01, 02	236342	0	0
UNDER ARMOUR INC 	CL C	904311206	1359	61200	SH	Call	DFND	01, 02	61200	0	0
UNDER ARMOUR INC 	CL C	904311206	448	20200	SH	Put	DFND	01, 02	20200	0	0
UNIFIRST CORP MASS 	COM	904708104	21	111	SH		DFND	01, 02	111	0	0
UNIFIRST CORP MASS 	COM	904708104	94	500	SH	Call	DFND	01, 02	500	0	0
UNIFIRST CORP MASS 	COM	904708104	189	1000	SH	Put	DFND	01, 02	1000	0	0
UNILEVER N V	N Y SHS NEW	904784709	7311	120400	SH	Call	DFND	01, 02	120400	0	0
UNILEVER N V	N Y SHS NEW	904784709	716	11800	SH	Put	DFND	01, 02	11800	0	0
UNION PACIFIC CORP 	COM	907818108	7914	46800	SH	Call	DFND	01, 02	46800	0	0
UNION PACIFIC CORP 	COM	907818108	440	2600	SH	Put	DFND	01, 02	2600	0	0
UNITED BANKSHARES INC WEST V 	COM	909907107	300	8100	SH	Call	DFND	01, 02	8100	0	0
UNITED BANKSHARES INC WEST V 	COM	909907107	4	100	SH	Put	DFND	01, 02	100	0	0
UNITED CMNTY BKS BLAIRSVLE G 	COM	90984P303	1896	66400	SH	Call	DFND	01, 02	66400	0	0
UNITED CONTL HLDGS INC	COM	910047109	3957	45200	SH	Call	DFND	01, 02	45200	0	0
UNITED CONTL HLDGS INC 	COM	910047109	21923	250400	SH	Put	DFND	01, 02	250400	0	0
UNITED FIRE GROUP INC 	COM	910340108	361	7459	SH		DFND	01, 02	7459	0	0
UNITED FIRE GROUP INC 	COM	910340108	1880	38800	SH	Put	DFND	01, 02	38800	0	0
UNITED PARCEL SERVICE INC 	CL B 	911312106	19229	186200	SH	Call	DFND	01, 02	186200	0	0
UNITED PARCEL SERVICE INC 	CL B 	911312106	4719	45700	SH	Put	DFND	01, 02	45700	0	0
UNITED RENTALS INC 	COM	911363109	80	600	SH	Call	DFND	01, 02	600	0	0
UNITED RENTALS INC 	COM	911363109	14165	106800	SH	Put	DFND	01, 02	106800	0	0
UNITED STATES CELLULAR CORP 	COM	911684108	40	894	SH		DFND	01, 02	894	0	0
UNITED STATES CELLULAR CORP 	COM	911684108	4092	91600	SH	Call	DFND	01, 02	91600	0	0
UNITED STATES CELLULAR CORP 	COM	911684108	657	14700	SH	Put	DFND	01, 02	14700	0	0
UNITED STATES STL CORP NEW 	COM	912909108	5457	356441	SH		DFND	01, 02	356441	0	0
UNITED STATES STL CORP NEW 	COM	912909108	1678	109600	SH	Call	DFND	01, 02	109600	0	0
UNITED STATES STL CORP NEW 	COM	912909108	13932	910000	SH	Put	DFND	01, 02	910000	0	0
UNITED TECHNOLOGIES CORP 	COM	913017109	1851	14219	SH		DFND	01, 02	14219	0	0
UNITED TECHNOLOGIES CORP 	COM	913017109	3607	27700	SH	Call	DFND	01, 02	27700	0	0
UNITED TECHNOLOGIES CORP 	COM	913017109	5247	40300	SH	Put	DFND	01, 02	40300	0	0
UNITED THERAPEUTICS CORP DEL 	COM	91307C102	11229	143851	SH		DFND	01, 02	143851	0	0
UNITED THERAPEUTICS CORP DEL 	COM	91307C102	14105	180700	SH	Put	DFND	01, 02	180700	0	0
UNITEDHEALTH GROUP INC 	COM	91324P102	10152	41603	SH		DFND	01, 02	41603	0	0
UNITEDHEALTH GROUP INC 	COM	91324P102	27524	112800	SH	Call	DFND	01, 02	112800	0	0
UNITEDHEALTH GROUP INC 	COM	91324P102	8077	33100	SH	Put	DFND	01, 02	33100	0	0
UNITI GROUP INC 	COM	91325V108	153	16100	SH	Call	DFND	01, 02	16100	0	0
UNIVERSAL CORP VA 	COM	913456109	206	3396	SH		DFND	01, 02	3396	0	0
UNIVERSAL CORP VA	COM	913456109	134	2200	SH	Call	DFND	01, 02	2200	0	0
UNIVERSAL CORP VA	COM	913456109	4947	81400	SH	Put	DFND	01, 02	81400	0	0
UNIVERSAL DISPLAY CORP 	COM	91347P105	1131	6013	SH		DFND	01, 02	6013	0	0
UNIVERSAL DISPLAY CORP 	COM	91347P105	10099	53700	SH	Call	DFND	01, 02	53700	0	0
UNIVERSAL DISPLAY CORP 	COM	91347P105	29337	156000	SH	Put	DFND	01, 02	156000	0	0
UNIVERSAL ELECTRS INC 	COM	913483103	390	9500	SH	Call	DFND	01, 02	9500	0	0
UNIVERSAL ELECTRS INC 	COM	913483103	144	3500	SH	Put	DFND	01, 02	3500	0	0
UNIVERSAL FST PRODS INC 	COM	913543104	202	5311	SH		DFND	01, 02	5311	0	0
UNIVERSAL FST PRODS INC 	COM	913543104	792	20800	SH	Call	DFND	01, 02	20800	0	0
UNIVERSAL FST PRODS INC 	COM	913543104	84	2200	SH	Put	DFND	01, 02	2200	0	0
UNIVERSAL HLTH SVCS INC 	CL B	913903100	1286	9864	SH		DFND	01, 02	9864	0	0
UNIVERSAL HLTH SVCS INC 	CL B	913903100	2582	19800	SH	Call	DFND	01, 02	19800	0	0
UNIVERSAL HLTH SVCS INC 	CL B	913903100	3547	27200	SH	Put	DFND	01, 02	27200	0	0
UNIVERSAL INS HLDGS INC 	COM	91359V107	312	11173	SH		DFND	01, 02	11173	0	0
UNIVERSAL INS HLDGS INC 	COM	91359V107	474	17000	SH	Put	DFND	01, 02	17000	0	0
UNUM GROUP 	COM	91529Y106	1161	34600	SH		DFND	01, 02	34600	0	0
UNUM GROUP 	COM	91529Y106	2687	80100	SH	Call	DFND	01, 02	80100	0	0
UNUM GROUP 	COM	91529Y106	2349	70000	SH	Put	DFND	01, 02	70000	0	0
UPLAND SOFTWARE INC 	COM	91544A109	422	9277	SH		DFND	01, 02	9277	0	0
UPLAND SOFTWARE INC 	COM	91544A109	1370	30100	SH	Call	DFND	01, 02	30100	0	0
URBAN OUTFITTERS INC 	COM	917047102	387	17009	SH		DFND	01, 02	17009	0	0
URBAN OUTFITTERS INC 	COM	917047102	605	26600	SH	Put	DFND	01, 02	26600	0	0
US BANCORP DEL 	COM NEW	902973304	8197	156436	SH		DFND	01, 02	156436	0	0
US BANCORP DEL 	COM NEW	902973304	524	10000	SH	Call	DFND	01, 02	10000	0	0
US BANCORP DEL 	COM NEW	902973304	728	13900	SH	Put	DFND	01, 02	13900	0	0
USA COMPRESSION PARTNERS LP 	COMUNIT LTDPAR	90290N109	71	3981	SH		DFND	01, 02	3981	0	0
USA COMPRESSION PARTNERS LP 	COMUNIT LTDPAR	90290N109	398	22400	SH	Put	DFND	01, 02	22400	0	0
USA TRUCK INC 	COM	902925106	1441	142523	SH		DFND	01, 02	142523	0	0
USA TRUCK INC 	COM	902925106	2194	217000	SH	Put	DFND	01, 02	217000	0	0
USANA HEALTH SCIENCES INC 	COM	90328M107	9	119	SH		DFND	01, 02	119	0	0
USANA HEALTH SCIENCES INC 	COM	90328M107	381	4800	SH	Call	DFND	01, 02	4800	0	0
V F CORP 	COM	918204108	1570	17979	SH		DFND	01, 02	17979	0	0
V F CORP	COM	918204108	9	100	SH	Call	DFND	01, 02	100	0	0
V F CORP 	COM	918204108	1144	13100	SH	Put	DFND	01, 02	13100	0	0
VAALCO ENERGY INC 	COM NEW	91851C201	154	92000	SH	Call	DFND	01, 02	92000	0	0
VAIL RESORTS INC 	COM	91879Q109	1999	8957	SH		DFND	01, 02	8957	0	0
VAIL RESORTS INC 	COM	91879Q109	1451	6500	SH	Call	DFND	01, 02	6500	0	0
VAIL RESORTS INC 	COM	91879Q109	22	100	SH	Put	DFND	01, 02	100	0	0
VALE S A 	SPONSORED ADS	91912E105	4744	353000	SH	Call	DFND	01, 02	353000	0	0
VALE S A 	SPONSORED ADS	91912E105	13870	1032000	SH	Put	DFND	01, 02	1032000	0	0
VALERO ENERGY CORP NEW 	COM	91913Y100	1399	16340	SH		DFND	01, 02	16340	0	0
VALERO ENERGY CORP NEW 	COM	91913Y100	13723	160300	SH	Call	DFND	01, 02	160300	0	0
VALERO ENERGY CORP NEW 	COM	91913Y100	38935	454800	SH	Put	DFND	01, 02	454800	0	0
VALLEY NATL BANCORP 	COM	919794107	60	5606	SH		DFND	01, 02	5606	0	0
VALLEY NATL BANCORP 	COM	919794107	106	9800	SH	Call	DFND	01, 02	9800	0	0
VALVOLINE INC 	COM	92047W101	151	7715	SH		DFND	01, 02	7715	0	0
VALVOLINE INC 	COM	92047W101	353	18100	SH	Put	DFND	01, 02	18100	0	0
VANECK VECTORS ETF TR 	GOLD MINERS ETF	92189F106	549	21478	SH		DFND	01, 02	21478	0	0
VANECK VECTORS ETF TR 	GOLD MINERS ETF	92189F106	26	1000	SH	Call	DFND	01, 02	1000	0	0
VANECK VECTORS ETF TR 	GOLD MINERS ETF	92189F106	6140	240200	SH	Put	DFND	01, 02	240200	0	0
VANECK VECTORS ETF TR 	JR GOLD MINERS E	92189F791	530	15166	SH		DFND	01, 02	15166	0	0
VANECK VECTORS ETF TR 	JR GOLD MINERS E	92189F791	5594	160000	SH	Put	DFND	01, 02	160000	0	0
VANECK VECTORS ETF TR 	OIL SVCS ETF	92189F718	488	32938	SH		DFND	01, 02	32938	0	0
VANECK VECTORS ETF TR 	SEMICONDUCTOR ET	92189F676	8489	77048	SH		DFND	01, 02	77048	0	0
VANECK VECTORS ETF TR 	SEMICONDUCTOR ET	92189F676	9090	82500	SH	Call	DFND	01, 02	82500	0	0
VANECK VECTORS ETF TR 	SEMICONDUCTOR ET	92189F676	7933	72000	SH	Put	DFND	01, 02	72000	0	0
VAREX IMAGING CORP 	COM	92214X106	254	8300	SH	Call	DFND	01, 02	8300	0	0
VARIAN MED SYS INC 	COM	92220P105	4529	33269	SH		DFND	01, 02	33269	0	0
VARONIS SYS INC 	COM	922280102	695	11220	SH		DFND	01, 02	11220	0	0
VARONIS SYS INC 	COM	922280102	6	100	SH	Call	DFND	01, 02	100	0	0
VARONIS SYS INC 	COM	922280102	12	200	SH	Put	DFND	01, 02	200	0	0
VECTOR GROUP LTD 	COM	92240M108	264	27100	SH	Call	DFND	01, 02	27100	0	0
VEEVA SYS INC 	CL A COM	922475108	54307	335000	SH	Call	DFND	01, 02	335000	0	0
VEEVA SYS INC 	CL A COM	922475108	14703	90700	SH	Put	DFND	01, 02	90700	0	0
VENTAS INC 	COM	92276F100	8414	123100	SH	Call	DFND	01, 02	123100	0	0
VENTAS INC 	COM	92276F100	2071	30300	SH	Put	DFND	01, 02	30300	0	0
VEONEER INCORPORATED	COM	92336X109	394	22773	SH		DFND	01, 02	22773	0	0
VEONEER INCORPORATED	COM	92336X109	440	25400	SH	Put	DFND	01, 02	25400	0	0
VERA BRADLEY INC	COM	92335C106	318	26500	SH	Call	DFND	01, 02	26500	0	0
VEREIT INC 	COM	92339V100	220	24384	SH		DFND	01, 02	24384	0	0
VEREIT INC 	COM	92339V100	108	12000	SH	Call	DFND	01, 02	12000	0	0
VEREIT INC 	COM	92339V100	998	110800	SH	Put	DFND	01, 02	110800	0	0
VERINT SYS INC 	COM	92343X100	453	8432	SH		DFND	01, 02	8432	0	0
VERINT SYS INC 	COM	92343X100	344	6400	SH	Call	DFND	01, 02	6400	0	0
VERISIGN INC 	COM	92343E102	376	1796	SH		DFND	01, 02	1796	0	0
VERISIGN INC 	COM	92343E102	858	4100	SH	Call	DFND	01, 02	4100	0	0
VERISIGN INC 	COM	92343E102	1590	7600	SH	Put	DFND	01, 02	7600	0	0
VERISK ANALYTICS INC 	COM	92345Y106	464	3165	SH		DFND	01, 02	3165	0	0
VERISK ANALYTICS INC 	COM	92345Y106	15	100	SH	Call	DFND	01, 02	100	0	0
VERISK ANALYTICS INC 	COM	92345Y106	996	6800	SH	Put	DFND	01, 02	6800	0	0
VERITIV CORP 	COM	923454102	60	3101	SH		DFND	01, 02	3101	0	0
VERITIV CORP	COM	923454102	115	5900	SH	Call	DFND	01, 02	5900	0	0
VERITIV CORP	COM	923454102	124	6400	SH	Put	DFND	01, 02	6400	0	0
VERIZON COMMUNICATIONS INC 	COM	92343V104	2514	44000	SH	Call	DFND	01, 02	44000	0	0
VERIZON COMMUNICATIONS INC 	COM	92343V104	383	6700	SH	Put	DFND	01, 02	6700	0	0
VERSO CORP 	CL A	92531L207	277	14529	SH		DFND	01, 02	14529	0	0
VERSO CORP 	CL A	92531L207	1158	60800	SH	Put	DFND	01, 02	60800	0	0
VERTEX PHARMACEUTICALS INC 	COM	92532F100	17476	95300	SH	Call	DFND	01, 02	95300	0	0
VERTEX PHARMACEUTICALS INC 	COM	92532F100	19952	108800	SH	Put	DFND	01, 02	108800	0	0
VIACOM INC NEW	CL A	92553P102	86	2510	SH		DFND	01, 02	2510	0	0
VIACOM INC NEW 	CL A	92553P102	123	3600	SH	Put	DFND	01, 02	3600	0	0
VIACOM INC NEW 	CL B	92553P201	2731	91418	SH		DFND	01, 02	91418	0	0
VIACOM INC NEW 	CL B	92553P201	60	2000	SH	Call	DFND	01, 02	2000	0	0
VIACOM INC NEW 	CL B	92553P201	8495	284400	SH	Put	DFND	01, 02	284400	0	0
VIASAT INC 	COM	92552V100	1116	13808	SH		DFND	01, 02	13808	0	0
VIASAT INC 	COM	92552V100	6361	78700	SH	Call	DFND	01, 02	78700	0	0
VIASAT INC 	COM	92552V100	436	5400	SH	Put	DFND	01, 02	5400	0	0
VIAVI SOLUTIONS INC 	COM	925550105	522	39279	SH		DFND	01, 02	39279	0	0
VIAVI SOLUTIONS INC 	COM	925550105	432	32500	SH	Call	DFND	01, 02	32500	0	0
VIAVI SOLUTIONS INC 	COM	925550105	371	27900	SH	Put	DFND	01, 02	27900	0	0
VICI PPTYS INC 	COM	925652109	2322	105346	SH		DFND	01, 02	105346	0	0
VICOR CORP 	COM	925815102	189	6102	SH		DFND	01, 02	6102	0	0
VICOR CORP 	COM	925815102	9	300	SH	Call	DFND	01, 02	300	0	0
VICOR CORP 	COM	925815102	16	500	SH	Put	DFND	01, 02	500	0	0
VIEWRAY INC 	COM	92672L107	360	40900	SH	Call	DFND	01, 02	40900	0	0
VIEWRAY INC 	COM	92672L107	9	1000	SH	Put	DFND	01, 02	1000	0	0
VIPER ENERGY PARTNERS LP 	COM UNT RP INT	92763M105	49	1605	SH		DFND	01, 02	1605	0	0
VIPER ENERGY PARTNERS LP 	COM UNT RP INT	92763M105	465	15100	SH	Call	DFND	01, 02	15100	0	0
VIPER ENERGY PARTNERS LP 	COM UNT RP INT	92763M105	582	18900	SH	Put	DFND	01, 02	18900	0	0
VIPSHOP HLDGS LTD 	SPONSORED ADS A	92763W103	432	50000	SH	Call	DFND	01, 02	50000	0	0
VIRTU FINL INC 	CL A	928254101	1283	58908	SH		DFND	01, 02	58908	0	0
VIRTU FINL INC 	CL A	928254101	118	5400	SH	Call	DFND	01, 02	5400	0	0
VIRTU FINL INC 	CL A	928254101	1498	68800	SH	Put	DFND	01, 02	68800	0	0
VIRTUSA CORP 	COM	92827P102	735	16546	SH		DFND	01, 02	16546	0	0
VISA INC 	COM CL A	92826C839	32228	185700	SH	Call	DFND	01, 02	185700	0	0
VISA INC 	COM CL A	92826C839	8001	46100	SH	Put	DFND	01, 02	46100	0	0
VISTEON CORP 	COM NEW	92839U206	5301	90500	SH	Put	DFND	01, 02	90500	0	0
VISTRA ENERGY CORP 	COM	92840M102	679	30000	SH	Call	DFND	01, 02	30000	0	0
VISTRA ENERGY CORP 	COM	92840M102	168	7400	SH	Put	DFND	01, 02	7400	0	0
VIVINT SOLAR INC 	COM	92854Q106	222	30400	SH	Call	DFND	01, 02	30400	0	0
VMWARE INC 	CL A COM	928563402	5651	33794	SH		DFND	01, 02	33794	0	0
VMWARE INC 	CL A COM	928563402	2007	12000	SH	Call	DFND	01, 02	12000	0	0
VMWARE INC 	CL A COM	928563402	13210	79000	SH	Put	DFND	01, 02	79000	0	0
VOCERA COMMUNICATIONS INC 	COM	92857F107	2394	75000	SH	Call	DFND	01, 02	75000	0	0
VOLT INFORMATION SCIENCES IN 	COM	928703107	1559	347324	SH		DFND	01, 02	347324	0	0
VOLT INFORMATION SCIENCES IN 	COM	928703107	225	50000	SH	Call	DFND	01, 02	50000	0	0
VORNADO RLTY TR 	SH BEN INT	929042109	1342	20942	SH		DFND	01, 02	20942	0	0
VORNADO RLTY TR 	SH BEN INT	929042109	1929	30100	SH	Call	DFND	01, 02	30100	0	0
VORNADO RLTY TR 	SH BEN INT	929042109	2218	34600	SH	Put	DFND	01, 02	34600	0	0
VULCAN MATLS CO	COM	929160109	72	522	SH		DFND	01, 02	522	0	0
VULCAN MATLS CO	COM	929160109	2430	17700	SH	Call	DFND	01, 02	17700	0	0
VULCAN MATLS CO	COM	929160109	4531	33000	SH	Put	DFND	01, 02	33000	0	0
W & T OFFSHORE INC 	COM	92922P106	76	15334	SH		DFND	01, 02	15334	0	0
W & T OFFSHORE INC 	COM	92922P106	298	60000	SH	Put	DFND	01, 02	60000	0	0
W P CAREY INC 	COM	92936U109	8118	100000	SH	Call	DFND	01, 02	100000	0	0
W P CAREY INC 	COM	92936U109	1250	15400	SH	Put	DFND	01, 02	15400	0	0
WABTEC CORP 	COM	929740108	50	700	SH	Call	DFND	01, 02	700	0	0
WABTEC CORP 	COM	929740108	3825	53300	SH	Put	DFND	01, 02	53300	0	0
WAGEWORKS INC 	COM	930427109	317	6236	SH		DFND	01, 02	6236	0	0
WALGREENS BOOTS ALLIANCE INC 	COM	931427108	9536	174423	SH		DFND	01, 02	174423	0	0
WALGREENS BOOTS ALLIANCE INC 	COM	931427108	1821	33300	SH	Call	DFND	01, 02	33300	0	0
WALGREENS BOOTS ALLIANCE INC 	COM	931427108	3001	54900	SH	Put	DFND	01, 02	54900	0	0
WALMART INC 	COM	931142103	2460	22261	SH		DFND	01, 02	22261	0	0
WALMART INC 	COM	931142103	9082	82200	SH	Call	DFND	01, 02	82200	0	0
WALMART INC 	COM	931142103	25987	235200	SH	Put	DFND	01, 02	235200	0	0
WASHINGTON REAL ESTATE INVT 	SH BEN INT	939653101	577	21600	SH	Call	DFND	01, 02	21600	0	0
WASHINGTON REAL ESTATE INVT 	SH BEN INT	939653101	267	10000	SH	Put	DFND	01, 02	10000	0	0
WASTE CONNECTIONS INC 	COM	94106B101	1099	11500	SH	Call	DFND	01, 02	11500	0	0
WASTE CONNECTIONS INC 	COM	94106B101	430	4500	SH	Put	DFND	01, 02	4500	0	0
WASTE MGMT INC DEL 	COM	94106L109	5855	50748	SH		DFND	01, 02	50748	0	0
WASTE MGMT INC DEL 	COM	94106L109	1154	10000	SH	Call	DFND	01, 02	10000	0	0
WASTE MGMT INC DEL 	COM	94106L109	10153	88000	SH	Put	DFND	01, 02	88000	0	0
WATERS CORP 	COM	941848103	1076	5000	SH	Call	DFND	01, 02	5000	0	0
WATSCO INC 	COM 	942622200	123	754	SH		DFND	01, 02	754	0	0
WATSCO INC 	COM	942622200	850	5200	SH	Call	DFND	01, 02	5200	0	0
WATSCO INC	COM	942622200	1668	10200	SH	Put	DFND	01, 02	10200	0	0
WATTS WATER TECHNOLOGIES INC 	CL A	942749102	401	4300	SH	Call	DFND	01, 02	4300	0	0
WATTS WATER TECHNOLOGIES INC	CL A	942749102	28	300	SH	Put	DFND	01, 02	300	0	0
WAYFAIR INC 	CL A	94419L101	9767	66895	SH		DFND	01, 02	66895	0	0
WAYFAIR INC 	CL A	94419L101	34967	239500	SH	Call	DFND	01, 02	239500	0	0
WAYFAIR INC 	CL A	94419L101	13184	90300	SH	Put	DFND	01, 02	90300	0	0
WD-40 CO	COM	929236107	342	2148	SH		DFND	01, 02	2148	0	0
WEC ENERGY GROUP INC 	COM	92939U106	911	10924	SH		DFND	01, 02	10924	0	0
WEC ENERGY GROUP INC 	COM	92939U106	117	1400	SH	Call	DFND	01, 02	1400	0	0
WEC ENERGY GROUP INC 	COM	92939U106	2093	25100	SH	Put	DFND	01, 02	25100	0	0
WEIBO CORP 	SPONSORED ADR	948596101	5902	135512	SH		DFND	01, 02	135512	0	0
WEIBO CORP	SPONSORED ADR	948596101	1028	23600	SH	Call	DFND	01, 02	23600	0	0
WEIBO CORP	SPONSORED ADR	948596101	7774	178500	SH	Put	DFND	01, 02	178500	0	0
WEIGHT WATCHERS INTL INC NEW	COM	948626106	602	31514	SH		DFND	01, 02	31514	0	0
WEIGHT WATCHERS INTL INC NEW	COM	948626106	118	6200	SH	Call	DFND	01, 02	6200	0	0
WEIGHT WATCHERS INTL INC NEW	COM	948626106	644	33700	SH	Put	DFND	01, 02	33700	0	0
WEINGARTEN RLTY INVS 	SH BEN INT	948741103	1239	45200	SH	Call	DFND	01, 02	45200	0	0
WELLCARE HEALTH PLANS INC 	COM	94946T106	550	1931	SH		DFND	01, 02	1931	0	0
WELLS FARGO CO NEW 	COM	949746101	17075	360849	SH		DFND	01, 02	360849	0	0
WELLS FARGO CO NEW 	COM	949746101	1472	31100	SH	Call	DFND	01, 02	31100	0	0
WELLS FARGO CO NEW 	COM	949746101	12242	258700	SH	Put	DFND	01, 02	258700	0	0
WELLTOWER INC	COM	95040Q104	469	5754	SH		DFND	01, 02	5754	0	0
WELLTOWER INC	COM	95040Q104	1728	21200	SH	Call	DFND	01, 02	21200	0	0
WELLTOWER INC 	COM	95040Q104	14357	176100	SH	Put	DFND	01, 02	176100	0	0
WENDYS CO	COM 	95058W100	3493	178400	SH	Call	DFND	01, 02	178400	0	0
WENDYS CO	COM	95058W100	437	22300	SH	Put	DFND	01, 02	22300	0	0
WESCO AIRCRAFT HLDGS INC 	COM	950814103	43	3853	SH		DFND	01, 02	3853	0	0
WESCO AIRCRAFT HLDGS INC 	COM	950814103	2	200	SH	Call	DFND	01, 02	200	0	0
WESCO AIRCRAFT HLDGS INC 	COM	950814103	218	19600	SH	Put	DFND	01, 02	19600	0	0
WESCO INTL INC 	COM	95082P105	250	4941	SH		DFND	01, 02	4941	0	0
WESCO INTL INC 	COM	95082P105	15	300	SH	Call	DFND	01, 02	300	0	0
WEST PHARMACEUTICAL SVSC INC	COM	955306105	7385	59008	SH		DFND	01, 02	59008	0	0
WEST PHARMACEUTICAL SVSC INC	COM	955306105	24842	198500	SH	Put	DFND	01, 02	198500	0	0
WESTAMERICA BANCORPORATION 	COM	957090103	271	4400	SH	Call	DFND	01, 02	4400	0	0
WESTERN ASSET MTG CAP CORP 	COM	95790D105	611	61200	SH	Put	DFND	01, 02	61200	0	0
WESTERN DIGITAL CORP 	COM	958102105	25323	532552	SH		DFND	01, 02	532552	0	0
WESTERN DIGITAL CORP 	COM	958102105	18392	386800	SH	Call	DFND	01, 02	386800	0	0
WESTERN DIGITAL CORP 	COM	958102105	19553	411200	SH	Put	DFND	01, 02	411200	0	0
WESTERN MIDSTREAM PARTNERS L 	COM UNIT LP INT	958669103	1096	35617	SH		DFND	01, 02	35617	0	0
WESTLAKE CHEM CORP	COM	960413102	65	938	SH		DFND	01, 02	938	0	0
WESTLAKE CHEM CORP	COM	960413102	14	200	SH	Call	DFND	01, 02	200	0	0
WESTLAKE CHEM CORP	COM	960413102	264	3800	SH	Put	DFND	01, 02	3800	0	0
WESTLAKE CHEM PARTNERS LP 	COM UNIT RP LP	960417103	168	6827	SH		DFND	01, 02	6827	0	0
WESTLAKE CHEM PARTNERS LP 	COM UNIT RP LP	960417103	172	7000	SH	Call	DFND	01, 02	7000	0	0
WESTLAKE CHEM PARTNERS LP 	COM UNIT RP LP	960417103	794	32300	SH	Put	DFND	01, 02	32300	0	0
WESTROCK CO	COM	96145D105	3945	108175	SH		DFND	01, 02	108175	0	0
WESTROCK CO	COM	96145D105	47	1300	SH	Call	DFND	01, 02	1300	0	0
WESTROCK CO	COM	96145D105	12896	353600	SH	Put	DFND	01, 02	353600	0	0
WEYERHAEUSER CO 	COM	962166104	2271	86200	SH	Call	DFND	01, 02	86200	0	0
